797	加以	1585	0.0166	57.9376
798	上述	1582	0.0166	57.9542
799	面前	1582	0.0166	57.9708
800	派	1577	0.0165	57.9873
801	省	1577	0.0165	58.0038
802	词	1574	0.0165	58.0203
803	胜利	1574	0.0165	58.0368
804	手段	1573	0.0165	58.0533
805	以为	1570	0.0164	58.0697
806	必要	1570	0.0164	58.0861
807	竟	1567	0.0164	58.1025
808	边	1561	0.0163	58.1188
809	终于	1558	0.0163	58.1351
810	论	1556	0.0163	58.1514
811	信	1554	0.0163	58.1677
812	介绍	1554	0.0163	58.184
813	二十	1547	0.0162	58.2164
814	吸收	1547	0.0162	58.2002
815	人口	1545	0.0162	58.2326
816	应用	1543	0.0161	58.2487
817	基础上	1541	0.0161	58.2648
818	今年	1540	0.0161	58.2809
819	风	1540	0.0161	58.297
820	成功	1539	0.0161	58.3131
821	理想	1535	0.0161	58.3292
822	双	1535	0.0161	58.3453
823	说话	1534	0.0161	58.3614
824	重大	1533	0.016	58.3774
825	教师	1532	0.016	58.3934
826	化学	1527	0.016	58.4094
827	进步	1525	0.016	58.4254
828	有点	1522	0.0159	58.4413
829	英国	1522	0.0159	58.4572
830	动	1521	0.0159	58.4731
831	大小	1520	0.0159	58.489
832	接着	1519	0.0159	58.5049
833	措施	1517	0.0159	58.5208
834	目标	1516	0.0159	58.5367
835	反	1512	0.0158	58.5525
836	破坏	1512	0.0158	58.5683
837	若	1509	0.0158	58.5841
838	重视	1504	0.0157	58.5998
839	平均	1502	0.0157	58.6155
840	一天	1501	0.0157	58.6312
841	相当	1499	0.0157	58.6469
842	普遍	1496	0.0157	58.6626
843	是否	1495	0.0156	58.6782
844	仅	1494	0.0156	58.7094
845	成立	1494	0.0156	58.6938
846	之中	1492	0.0156	58.725
847	考虑	1491	0.0156	58.7406
848	办	1490	0.0156	58.7562
849	稳定	1485	0.0155	58.7717
850	计算	1483	0.0155	58.7872
851	统治	1483	0.0155	58.8027
852	穿	1482	0.0155	58.8182
853	忙	1479	0.0155	58.8337
854	帝国主义	1478	0.0155	58.8492
855	明白	1477	0.0155	58.8647
856	线	1477	0.0155	58.8802
857	巨大	1475	0.0154	58.8956
858	生物	1474	0.0154	58.911
859	部队	1473	0.0154	58.9264
860	越	1468	0.0154	58.9418
861	职工	1467	0.0154	58.9572
862	新闻	1462	0.0153	58.9725
863	行动	1462	0.0153	58.9878
864	女	1461	0.0153	59.0031
865	民主	1460	0.0153	59.0184
866	忽然	1459	0.0153	59.0337
867	舞蹈	1456	0.0152	59.0489
868	马	1455	0.0152	59.0641
869	数量	1455	0.0152	59.0793
870	活	1455	0.0152	59.0945
871	发出	1453	0.0152	59.1097
872	资源	1450	0.0152	59.1249
873	电子	1450	0.0152	59.1401
874	作出	1450	0.0152	59.1553
875	讨论	1447	0.0151	59.1704
876	分之	1447	0.0151	59.1855
877	深	1446	0.0151	59.2006
878	黑	1446	0.0151	59.2157
879	子	1446	0.0151	59.2308
880	物体	1444	0.0151	59.2459
881	资料	1441	0.0151	59.261
882	出去	1437	0.015	59.276
883	中央	1436	0.015	59.291
884	想到	1433	0.015	59.306
885	加	1432	0.015	59.321
886	意识	1431	0.015	59.336
887	观念	1429	0.015	59.381
888	道德	1429	0.015	59.366
889	设备	1429	0.015	59.351
890	来到	1428	0.0149	59.3959
891	厂	1427	0.0149	59.4108
892	广泛	1426	0.0149	59.4257
893	共	1424	0.0149	59.4406
894	投资	1422	0.0149	59.4555
895	实际上	1419	0.0148	59.4703
896	公司	1415	0.0148	59.4851
897	无法	1414	0.0148	59.4999
898	质	1412	0.0148	59.5147
899	余	1412	0.0148	59.5295
900	封建	1411	0.0148	59.5591
901	现代化	1411	0.0148	59.5443
902	报告	1408	0.0147	59.5738
903	随	1407	0.0147	59.5885
904	拉	1404	0.0147	59.6032
905	老师	1403	0.0147	59.6179
906	制	1403	0.0147	59.6326
907	入	1401	0.0147	59.6473
908	妇女	1401	0.0147	59.662
909	先进	1399	0.0146	59.6766
910	故	1399	0.0146	59.6912
911	号	1397	0.0146	59.7058
912	喜欢	1396	0.0146	59.7204
913	下面	1395	0.0146	59.735
914	底	1395	0.0146	59.7496
915	算	1392	0.0146	59.7642
916	达	1390	0.0145	59.7787
917	改造	1386	0.0145	59.8077
918	分配	1386	0.0145	59.7932
919	教学	1382	0.0145	59.8222
920	主张	1379	0.0144	59.8366
921	儿子	1378	0.0144	59.851
922	爸爸	1375	0.0144	59.8654
923	每个	1374	0.0144	59.8798
924	不但	1373	0.0144	59.8942
925	前面	1371	0.0143	59.9085
926	其它	1371	0.0143	59.9228
927	训练	1368	0.0143	59.9371
928	平衡	1367	0.0143	59.9514
929	执行	1360	0.0142	59.9656
930	位置	1360	0.0142	59.9798
931	支	1359	0.0142	59.994
932	不好	1356	0.0142	60.0082
933	逐步	1355	0.0142	60.0224
934	安排	1348	0.0141	60.0365
935	此外	1347	0.0141	60.0506
936	认真	1345	0.0141	60.0647
937	一片	1345	0.0141	60.0788
938	在于	1343	0.0141	60.0929
939	某种	1339	0.014	60.1069
940	道路	1335	0.014	60.1209
941	正常	1334	0.014	60.1349
942	以下	1334	0.014	60.1489
943	著名	1333	0.0139	60.1628
944	区别	1333	0.0139	60.1767
945	听到	1332	0.0139	60.1906
946	本质	1330	0.0139	60.2045
947	送	1329	0.0139	60.2184
948	期	1328	0.0139	60.2323
949	很快	1325	0.0139	60.2462
950	县	1324	0.0139	60.2601
951	角	1322	0.0138	60.2739
952	明确	1322	0.0138	60.2877
953	军事	1321	0.0138	60.3015
954	中间	1319	0.0138	60.3153
955	更加	1319	0.0138	60.3291
956	尤其	1317	0.0138	60.3567
957	曾经	1317	0.0138	60.3429
958	市	1315	0.0138	60.3705
959	支持	1313	0.0137	60.3979
960	称	1313	0.0137	60.3842
961	朋友	1310	0.0137	60.4116
962	并不是	1309	0.0137	60.4253
963	也许	1308	0.0137	60.439
964	状况	1308	0.0137	60.4527
965	工具	1308	0.0137	60.4664
966	强调	1306	0.0137	60.4801
967	开展	1304	0.0136	60.4937
968	超过	1302	0.0136	60.5073
969	无论	1302	0.0136	60.5209
970	其实	1301	0.0136	60.5345
971	伟大	1301	0.0136	60.5481
972	里面	1299	0.0136	60.5617
973	这儿	1299	0.0136	60.5753
974	找到	1297	0.0136	60.5889
975	商业	1297	0.0136	60.6025
976	提	1295	0.0136	60.6161
977	带来	1294	0.0135	60.6296
978	一致	1293	0.0135	60.6431
979	举行	1291	0.0135	60.6566
980	九	1290	0.0135	60.6701
981	小时	1290	0.0135	60.6836
982	表明	1289	0.0135	60.6971
983	山	1289	0.0135	60.7106
984	集体	1289	0.0135	60.7241
985	尽管	1287	0.0135	60.7376
986	分为	1284	0.0134	60.751
987	那是	1283	0.0134	60.7644
988	通常	1281	0.0134	60.7778
989	体系	1280	0.0134	60.7912
990	立即	1280	0.0134	60.8046
991	祖国	1280	0.0134	60.818
992	机关	1280	0.0134	60.8314
993	么	1277	0.0134	60.8448
994	意思	1274	0.0133	60.8581
995	晚上	1274	0.0133	60.8714
996	原子	1273	0.0133	60.8847
997	教授	1271	0.0133	60.898
998	检查	1270	0.0133	60.9113
999	回到	1266	0.0132	60.9245
1000	这位	1264	0.0132	60.9377
